,logFC,AveExpr,t,P.Value,adj.P.Val,B
GNL3,1.06536405222937,6.15282133180119,14.0796390085731,1.39870705946181e-38,8.53385058701448e-37,76.755978007055
GMFG,-1.60621600677311,5.47031857717001,-14.0779466078623,1.42343138713851e-38,8.67571862411268e-37,76.7385690641846
GTSE1,2.00250530134191,2.67451006623295,14.0699266674601,1.54664997554227e-38,9.41698928290396e-37,76.6560847929808
BZW2,1.25148220333427,6.15902214206146,14.0690344328959,1.56099930485279e-38,9.49454871304577e-37,76.6469095938402
P3H4,1.76557222523587,4.73113377121046,14.0686519506584,1.56719112876972e-38,9.52238255128141e-37,76.6429764608363
TBX5-AS1,-1.64315264893601,2.28880675405026,-14.066534220862,1.60191976883129e-38,9.72337253711414e-37,76.6212003625578
GIMAP5,-1.21772763718055,1.18342765700714,-14.055760657155,1.79083598690683e-38,1.08588777156703e-36,76.5104419202266
DIPK2B,-1.47698779694775,2.78070927720696,-14.0522951883525,1.85620360164144e-38,1.12372246166474e-36,76.4748232544771
JAML,-1.86359424474175,3.19382870733487,-14.0522513353516,1.85704584081825e-38,1.12372246166474e-36,76.4743725520885
STAC,-2.22557475032898,2.40197060322358,-14.0495424757503,1.90981747993708e-38,1.15446997571828e-36,76.446533314872
SLC5A4,-1.00960625522819,0.704359106130278,-14.0486432681308,1.92766345707138e-38,1.16406382000894e-36,76.4372926125928
MTMR10,-1.10410399764065,3.23366235517789,-14.0468881078145,1.96297726607737e-38,1.18296476593116e-36,76.4192565066306
OGN,-2.53602902312165,2.24107173406279,-14.0457395673859,1.98643422432091e-38,1.19587804201252e-36,76.4074546191411
ARHGEF16,1.517390250346,4.24508849138124,14.0454108244997,1.99319951991944e-38,1.19872646229604e-36,76.4040766866907
FRY,-1.48679998535451,2.64704441168948,-14.0406065416424,2.09472946666281e-38,1.2585032141302e-36,76.354715411833
SEC14L6,-2.40902239179387,2.49415941582305,-14.0359892074129,2.19716316156972e-38,1.31870063560689e-36,76.3072823100181
TOM1L2,-1.36359734764218,4.30345122125663,-14.0323342246024,2.28177587462561e-38,1.36809060527654e-36,76.2697404175818
ARHGEF39,1.31647483997512,1.87746807433384,14.0183224277722,2.63734604654394e-38,1.57967379360983e-36,76.1258613421278
PRC1,1.96932143937462,3.80352885840769,14.0090759310392,2.90172153072528e-38,1.73626054393793e-36,76.0309510047914
CCDC69,-1.71626632691449,4.81717833290682,-14.005003968596,3.02637313388987e-38,1.80900993676675e-36,75.9891637375732
ADGRL2,-1.98488158983259,3.91602486692995,-13.9958590129454,3.32611833400309e-38,1.98415751386108e-36,75.8953370641981
NDRG4,-1.79085281581693,1.88712410987514,-13.9903155650655,3.52203885633844e-38,2.09678713247348e-36,75.8384755486579
FRMD4A,-1.12286003192342,2.06273262476929,-13.97562714754,4.09858714846678e-38,2.43756336383789e-36,75.6878610263855
ANXA3,-2.22219907260974,4.92652598860019,-13.9675656137044,4.45405996203123e-38,2.64630429478021e-36,75.6052297723437
ACSS3,-1.58963985184106,1.6799913715357,-13.9569250237827,4.97072147746066e-38,2.95029589565535e-36,75.4961971906964
LINC02185,-1.57509250663773,1.12234591416084,-13.9533258016276,5.15867266160152e-38,3.05877112001479e-36,75.4593252933683
CAB39L,-1.33865653995725,3.12739773777426,-13.9511175150439,5.27747861708512e-38,3.12607070084184e-36,75.4367049128268
NECTIN4,2.10488601845194,5.47072171997289,13.9500843818184,5.33399388762002e-38,3.1563748167525e-36,75.426122683995
JDP2,-1.31557736382869,3.98609231833677,-13.9480935912336,5.44460246083267e-38,3.21859558512092e-36,75.4057323506887
SGCA,-2.03287338886673,2.50120410472024,-13.9357329230366,6.18439610779842e-38,3.65226390582588e-36,75.2791608768635
TRAP1,1.07356521497521,5.05958551120984,13.9338845689051,6.30331919205522e-38,3.71876903444796e-36,75.2602385238554
FBLN5,-2.0692329863628,4.79139829369837,-13.9205930140721,7.22833911259958e-38,4.26023850618394e-36,75.1242022217881
CSF3,-2.89887988691175,1.62667886816501,-13.9066222262909,8.34677061386584e-38,4.89982038286877e-36,74.9812799852142
OLFML1,-1.64911060867866,3.20904895084381,-13.905823026965,8.41572950665531e-38,4.93538572799255e-36,74.9731061590312
ICAM2,-1.40550025325941,3.55161608837681,-13.8937143095311,9.53277309879238e-38,5.58491631109965e-36,74.8492911330992
CRABP2,4.36429485631143,7.15493232464156,13.8924483785207,9.65777013224879e-38,5.65252885853505e-36,74.8363495730234
PGM5,-1.91502607445137,2.23810898504353,-13.8914426310771,9.75824030043807e-38,5.70566633757162e-36,74.8260682556123
PDE1B,-1.23302030747026,1.4923647225588,-13.8868988771334,1.02252863111279e-37,5.97282383156842e-36,74.7796238227725
SNCA,-1.29126442037545,1.60334405570237,-13.875075259843,1.15476971869249e-37,6.73193053217587e-36,74.6588012018009
TPRG1,-1.19469464994772,1.26484047182271,-13.8721652006124,1.1898503800923e-37,6.92274449179468e-36,74.6290714910981
B4GALT2,1.15614782657759,5.53230575669472,13.8704335471413,1.21122743340574e-37,7.04016986884294e-36,74.6113819951985
CDCA3,1.84754098825576,2.38844043035105,13.8693941228333,1.22424241059646e-37,7.10880780253541e-36,74.6007643843712
MRC1,-2.92932520962502,5.34345856591488,-13.8667749428216,1.25765952897252e-37,7.2956631219077e-36,74.5740114046607
SNRPE,1.09368407386709,6.58322814940097,13.8625240881068,1.31384045560109e-37,7.61407362558673e-36,74.5305971728551
CDCA5,2.23781685018422,3.63582764110681,13.8618065954196,1.32356684651614e-37,7.66290597249198e-36,74.5232699994386
MCM4,1.86716189355213,4.94740814930047,13.8562539798625,1.40130589692893e-37,8.10502129079464e-36,74.4665716991458
NCAPH,2.14780502310481,3.250641502197,13.8549836101167,1.41972187600084e-37,8.20348705173899e-36,74.4536013433784
ABCA9,-1.15959804446576,1.07552212180743,-13.8499103633113,1.49570316631175e-37,8.62561186067338e-36,74.4018095945854
ADRA1D,-1.05613410223693,0.626076970310543,-13.8473382926703,1.53575949303526e-37,8.84795630503541e-36,74.3755552848016
PKMYT1,1.91067273539781,2.58587872196515,13.8438271118489,1.59217262615856e-37,9.16401076567707e-36,74.3397187816745
ANKRD33B,-1.34800887099556,1.19506618223902,-13.8388451436041,1.67577841911537e-37,9.61704269384829e-36,74.2888782460369
ERBB4,-1.28647450262421,0.814511788762878,-13.8339273236881,1.76259762710522e-37,1.01054454227945e-35,74.238700866687
MKI67,2.34312155888427,3.65501402694858,13.8292823013939,1.84871333962411e-37,1.05888694665467e-35,74.1913146763579
CTNNAL1,-1.42501071688317,5.19293718510859,-13.8258805090485,1.9144287582695e-37,1.09546215684357e-35,74.1566160971076
ECE2,1.43097052564757,2.51569407231543,13.8139190784966,2.16453710968703e-37,1.2373762189208e-35,74.0346407305366
CASP17P,-1.2780275539356,1.87405880436332,-13.8046981264551,2.3793517769821e-37,1.35754341753892e-35,73.9406454343531
CFL2,-1.41870864837122,3.70966826169247,-13.7976181236439,2.55859945856764e-37,1.45840169138356e-35,73.8684945799344
FIBIN,-2.29816453575516,3.6070640943634,-13.7936875895027,2.66385633113894e-37,1.5169310574364e-35,73.828446942452
FZD4,-1.63268230374708,3.75679837022539,-13.7852906730177,2.90339999000979e-37,1.65015032411954e-35,73.7429102533448
GIMAP4,-1.65118846389318,5.38711172111449,-13.7846737066922,2.92182458218315e-37,1.65902213125925e-35,73.73662639765
TUBB3,2.14849169798756,2.1860710292201,13.7839062627709,2.94490562794415e-37,1.67051826660031e-35,73.7288101022433
PID1,-2.20105892589954,3.7590702296208,-13.7749150083159,3.22924219045619e-37,1.83004880981834e-35,73.6372511012268
RHBDL2,1.90929098009729,3.18704515081305,13.7732142464823,3.28602649615174e-37,1.86044024620741e-35,73.61993525963
MRPL3,1.00318122047599,6.57997423031625,13.7610645263731,3.72168133960407e-37,2.10305325784837e-35,73.4962660028433
GAB1,-1.34721676002762,3.05700778477768,-13.7588193043766,3.80827506152261e-37,2.1499244786975e-35,73.473418122768
CDT1,2.08723624865158,3.50223680442421,13.758691798224,3.81325253861538e-37,2.15067443177907e-35,73.4721206453587
KIAA0040,-1.24137656945189,5.02479391311992,-13.7563872316535,3.90434221057098e-37,2.19994379738654e-35,73.4486708256455
CLEC12A,-1.92774049868967,2.23557910353889,-13.7474342652499,4.27926506586512e-37,2.40889517146092e-35,73.3575889607105
GSTA3,-1.59608387964194,0.731803712739319,-13.7441949651198,4.42358163731834e-37,2.4877581540102e-35,73.3246413680895
LHFPL3-AS2,-3.03341502225088,2.38661676699502,-13.7389402374412,4.66807592532218e-37,2.6227555661262e-35,73.2712023796428
DCAF13,1.15831860430866,4.11325183855554,13.7298857391545,5.12137560527309e-37,2.87196608395419e-35,73.1791439305877
SCN2B,-1.10599753290941,0.783974927866814,-13.7205306419327,5.63583644363893e-37,3.15746129577178e-35,73.0840599307546
SRPX,-2.08358438250254,3.58832973278633,-13.7161443675124,5.89447716881175e-37,3.29922787630985e-35,73.0394891551962
KIF18B,2.23073427126906,2.65535210240041,13.7157996301002,5.91529938950377e-37,3.30774113300354e-35,73.0359864247723
JPT1,1.51765451007846,6.82492871367148,13.714181023246,6.01404796047945e-37,3.35977212032927e-35,73.019541015447
RANBP3L,-1.18402421660676,0.916563126321822,-13.7120139808166,6.14883259129302e-37,3.43181719001542e-35,72.9975248426029
TNFRSF21,1.8111235957813,7.05494288826712,13.7095762618496,6.30405375083552e-37,3.51512128634573e-35,72.9727607237428
EXO1,2.03194406901799,2.46649186147649,13.7051322557069,6.59714171484768e-37,3.67506936096118e-35,72.9276207495779
CCRL2,-1.64282518333105,3.03446874606936,-13.7040061064123,6.67354479074651e-37,3.71412070705399e-35,72.9161830143893
SOX4,1.62333713583701,6.70969600403337,13.6964640134972,7.20846662906219e-37,4.0042658452749e-35,72.8395934464659
CALCOCO1,-1.24115068915168,4.80149032047006,-13.6931901397036,7.45376880223973e-37,4.13663112680231e-35,72.8063537653549
AC079467.1,-2.3918233464763,1.56434447699775,-13.6903021660717,7.67705281286631e-37,4.25653940437173e-35,72.7770353216807
NDC80,2.06570292858127,2.92547745472964,13.6800964331785,8.52086302570296e-37,4.71551760571719e-35,72.6734516188909
RASAL1,2.11716303058316,2.35464456556229,13.6792502276844,8.5948438881139e-37,4.75199727089734e-35,72.6648646832994
RP3-331H24.7,-1.56469843795227,1.2932112632073,-13.675144705624,8.96296358834391e-37,4.95088236147904e-35,72.623207232043
ARHGAP24,-1.33125537089204,2.75855774923947,-13.6696941000796,9.47607629775029e-37,5.22940997038209e-35,72.5679109973579
OTX1,1.67122683426736,1.91591872609465,13.6635548755148,1.00891466965985e-36,5.56252692239588e-35,72.5056415377452
SCN1A,-1.40189272432214,0.937514216969922,-13.6559049523554,1.09086682124866e-36,6.00312873116282e-35,72.4280682210097
AL162595.1,1.25192337026226,1.79900249276021,13.6450092627149,1.21916946029607e-36,6.70293000475089e-35,72.3176179369995
DPYSL2,-1.76119954799335,6.05443986009996,-13.6443712061658,1.22713269328933e-36,6.74042373504998e-35,72.3111512456887
HLA-E,-1.43458597244941,9.8387347143872,-13.6439806721667,1.23203228413005e-36,6.76103526648577e-35,72.3071932633517
DBNDD1,1.67405066751806,4.13062046247153,13.6235554720099,1.51739506951718e-36,8.31927726578639e-35,72.1002648634839
C1orf112,1.1780421710518,2.36524168616008,13.6143846828598,1.66609976838455e-36,9.10986147422962e-35,72.0074044095823
AL390719.1,1.86527176853994,2.75147888245829,13.6143769714825,1.66623072876914e-36,9.10986147422962e-35,72.0073263394919
CHRDL1,-2.86965090758768,3.56427410814642,-13.6138417435977,1.67534547954918e-36,9.15120591970988e-35,72.0019077376784
PDCD2L,1.25754890429929,4.0436234844315,13.610228969176,1.73818305165615e-36,9.48565117578797e-35,71.965335033444
SHC3,-1.70554948531225,1.85835663294688,-13.6029412612337,1.87217619713292e-36,1.01979963684492e-34,71.8915747962614
RBP4,-2.91392622660456,3.08118108276182,-13.6008639260239,1.91222192966453e-36,1.04065130277533e-34,71.8705532364079
AHNAK,-2.22019436750395,6.53730909172561,-13.5921407661374,2.08991327542484e-36,1.13630358511983e-34,71.7822964884691
CD300LF,-1.95756563363363,3.62885663930719,-13.5812611472172,2.33475560689417e-36,1.2682564604528e-34,71.6722605340426
SLC11A1,-1.86302320651032,3.53415301657197,-13.5797279165011,2.37148496766347e-36,1.28702192471593e-34,71.656756977823
HSPE1,1.20732503528738,6.88145422411454,13.5773789190539,2.4288763225966e-36,1.31695595861268e-34,71.6330063025606
A2M,-2.14881645218259,8.90075315654699,-13.5681482999179,2.66812405550438e-36,1.44534830499372e-34,71.539695161604
SH2D1B,-1.09116353840123,0.849990021418205,-13.5615840474936,2.85241555506065e-36,1.54376187313283e-34,71.4733569112941
DEPDC1B,1.95198642834573,2.32367085736367,13.5436979817641,3.42148936973078e-36,1.85005266489168e-34,71.2926805546432
CENPA,2.23039472056119,2.79939020497283,13.5383269641718,3.61350823620292e-36,1.95208935311941e-34,71.2384480245637
ERO1A,1.71946252927279,6.14279780753225,13.5367597186046,3.67153623352116e-36,1.98162090230101e-34,71.222625142164
CYBRD1,-2.11186813808406,6.17083212892905,-13.528201566494,4.00517823416003e-36,2.15971815887396e-34,71.1362381028191
TFB2M,1.10531761002912,5.20135782165892,13.524928169306,4.14063487162897e-36,2.2307197263626e-34,71.1032031434478
SCARA5,-2.49670608501242,1.79788784090999,-13.522964439974,4.22407687113099e-36,2.27359490986957e-34,71.0833871764835
SLC25A39,1.15979784090162,7.1167125778574,13.5198202598073,4.36118103811154e-36,2.34311110322897e-34,71.0516622490103
GAPDH,1.55262934718266,10.7986963043056,13.5118932204332,4.72684902575359e-36,2.5372589060097e-34,70.9716941942533
MIR30C2,-1.75816962940295,1.00101055674167,-13.4939533064174,5.67115148910286e-36,3.03877974817516e-34,70.7908016751924
SERINC2,1.84848124673855,7.01190502780772,13.491442207209,5.81753435938591e-36,3.11420381538135e-34,70.7654911282008
RAD54L,1.86385800565413,2.34383156006787,13.4886801202029,5.98289998413832e-36,3.19981995703397e-34,70.7376534485516
E2F3,1.24986212897619,4.05050561825727,13.4862835911743,6.13016971344169e-36,3.27561144669834e-34,70.7135023281849
PRICKLE2,-1.3415615734428,2.63528862760977,-13.4802727681559,6.51562838097764e-36,3.47527697301412e-34,70.6529373566874
CENPU,1.86160672938411,3.68503456672424,13.4738366694288,6.95516636777898e-36,3.70636162191824e-34,70.58810213945
AARD,-2.04794165922904,1.48057109454419,-13.4737439333409,6.96171083124919e-36,3.70649785882714e-34,70.5871680576414
AP001972.5,-2.09415349005962,4.71871306609744,-13.4733639265236,6.98859238107438e-36,3.7174517847993e-34,70.583340482241
RBMS2,-1.25859824894931,4.68161564499506,-13.4643887779353,7.65444741111136e-36,4.06064645829056e-34,70.4929548824417
CHAF1B,1.41935967018807,2.9014682002654,13.4537006407277,8.53030926995126e-36,4.51715514602325e-34,70.3853573625227
NOS1,-1.37781512761074,0.534319437847849,-13.4484268903691,8.99857991613075e-36,4.76084652690228e-34,70.3322821342003
UNC5CL,2.25573589296569,3.46927883921166,13.4475293548706,9.08078706096716e-36,4.80003074259446e-34,70.3232503319199
KLF2,-1.9207785002014,5.11004249828959,-13.443006680636,9.50655364448875e-36,5.02058475536629e-34,70.2777437122277
CDCA7,2.34203694362297,3.74406017973729,13.435075315363,1.03017959774153e-35,5.43569607266701e-34,70.1979576287276
PHKA1,1.34820110468996,3.49976546551197,13.432941251312,1.05268615600449e-35,5.54948270685087e-34,70.1764938743674
GPC3,-2.89249218159177,4.62782757266263,-13.4273105596843,1.11444881333336e-35,5.86982879001266e-34,70.1198702751535
TLR4,-1.78154103784115,3.48549992077941,-13.4271889756007,1.1158215416454e-35,5.87181160906218e-34,70.1186477265886
C20orf194,-1.22885353322199,3.21477992946084,-13.4243777510943,1.14803537407145e-35,6.03056228850473e-34,70.090381926105
SENCR,-1.08091216743957,1.29515687479729,-13.4189568551202,1.21279264104631e-35,6.35939258700954e-34,70.0358851946174
LINC00857,1.50551138658621,2.47986660263891,13.4089369534549,1.34221944243441e-35,7.03179817761771e-34,69.9351831706233
NTNG1,-1.39103231739797,0.742801371659388,-13.3997753825995,1.47256361207671e-35,7.70781120502459e-34,69.8431404162284
MIR4717,-1.1463545034591,0.358541756003508,-13.3930932978211,1.57551554267438e-35,8.23206871047361e-34,69.7760279276287
PCDH9,-1.00963169350794,0.55370760671947,-13.3905356597797,1.6167924966803e-35,8.44025829666464e-34,69.7503443489911
TLR8,-1.87529794744124,2.4873772651641,-13.3894364276659,1.63486208226578e-35,8.52703552252923e-34,69.739306709749
DIXDC1,-1.18195940512157,2.79404056852799,-13.3778761012034,1.83751908339644e-35,9.55866723188165e-34,69.6232543184001
GJB2,3.168766829111,4.2513031111768,13.3725249867008,1.93961873542798e-35,1.00808861577297e-33,69.5695522811664
KCNJ5,-1.90077905663186,2.10439288547754,-13.3712141609452,1.96547943974049e-35,1.02062931470859e-33,69.5563989042453
TPPP3,-2.90518073063381,5.12489406905017,-13.369548101708,1.99884476239771e-35,1.03704148420948e-33,69.5396818982295
MT1M,-2.67189079299738,2.99998271489271,-13.367629401415,2.03796933562385e-35,1.05641017328935e-33,69.5204312213805
RTN1,-1.5794551334746,2.07024252763019,-13.3646793109951,2.09961872990886e-35,1.08741062129498e-33,69.490835119297
BMX,-1.52741846636404,1.11920071611851,-13.362441780219,2.14761344296745e-35,1.11129096665159e-33,69.4683897933006
RBMS3,-1.63159222528019,2.52249815059864,-13.3594772482124,2.21288974245618e-35,1.14406399684985e-33,69.4386546103377
CBX3,1.01063014181,6.98074867354798,13.3438322827688,2.59156131757368e-35,1.33866293545274e-33,69.2817856176326
TONSL,1.5786772089027,3.11664519634175,13.3424674148188,2.62751029493473e-35,1.35604379827376e-33,69.2681047373512
PLA2G1B,-3.54006013587839,3.24441325101473,-13.3361118524079,2.80156197508931e-35,1.44334317908928e-33,69.204408441839
GIPC2,-1.71656893391739,1.57627983015418,-13.3359239612116,2.80687868877853e-35,1.44481935510244e-33,69.2025256036041
KIFC1,2.15604855599223,4.0271511292906,13.3258896534262,3.1059136159367e-35,1.59595759979143e-33,69.1019922514203
NAV2-AS2,-1.12533161800467,0.518111234698891,-13.3229226774933,3.20026663605466e-35,1.6430079703466e-33,69.0722735346238
HS6ST2,2.83262501098064,3.97508492706779,13.315855119075,3.43668496146971e-35,1.76131598486175e-33,69.0014947709174
XRCC2,1.66031047578988,2.0331820360559,13.308349985584,3.70681412668335e-35,1.89646016491722e-33,68.9263546143169
ITPRID2,-1.24740750269056,5.26691692692237,-13.3047628517553,3.8432953933057e-35,1.95948221358695e-33,68.8904483773489
ASPM,1.95968348236756,2.30637435220108,13.2974485459886,4.13729226095261e-35,2.10573170359261e-33,68.817249312207
AF131215.5,-1.55781337493273,1.70920523992681,-13.2971324575831,4.1504905020126e-35,2.11062648151526e-33,68.814086466366
MIR27A,-1.9727329709823,1.33796332704646,-13.2943843968877,4.26701756048736e-35,2.168012767069e-33,68.7865904055702
NCAPG,2.06308126981063,2.80726338188286,13.294224996392,4.27387582095243e-35,2.16962698652278e-33,68.7849955923946
AL031985.3,1.17614388513109,2.16186737421937,13.2837565446986,4.74917673660532e-35,2.40883802497457e-33,68.6802791786967
ZEB2,-1.46416149611222,2.85545493697775,-13.283312511151,4.77046213736471e-35,2.4175537184179e-33,68.6758384133099
AURKA,2.0559119252537,4.12234754681459,13.2800991370754,4.92735895695652e-35,2.49491995021567e-33,68.6437038017299
DONSON,1.24587985862633,3.64124086565963,13.276782999787,5.09466479264086e-35,2.57300217265353e-33,68.6105456591573
PCDH17,-1.60892253834405,3.0831856784624,-13.2760729211512,5.13121890246439e-35,2.58924468898498e-33,68.6034461098666
ALOX5,-2.02348334205706,5.28894843919125,-13.2746191954508,5.20687226550992e-35,2.62517226334152e-33,68.5889119856881
SIGLEC17P,-1.33751535741121,1.32337037546648,-13.2685416023683,5.53537828363481e-35,2.78603010487505e-33,68.5281578896558
MYO7A,1.34409094239812,2.38786539946616,13.2675267915916,5.59220811724029e-35,2.81223175779785e-33,68.5180148022547
SLC46A2,-2.63022408695717,2.37538882322004,-13.2664809485628,5.65138402179994e-35,2.83956753177191e-33,68.5075619575781
P4HB,1.08049217961719,9.42302549760617,13.2620777135952,5.90744750550593e-35,2.96569966847963e-33,68.4635577098957
REEP1,-1.63981323638165,1.40544688993045,-13.2569154770723,6.2224040648293e-35,3.11850383310297e-33,68.4119777322933
GALNT7,1.45643115693093,4.89230376365077,13.2547941069177,6.35663196173138e-35,3.18306860289315e-33,68.3907844055863
GATA2,-1.77034508784492,3.23938878041052,-13.2497033043806,6.69063266061163e-35,3.34747459890601e-33,68.3399323037386
AC008268.1,-3.66731693721649,2.56896443271055,-13.2494890027151,6.70506989708881e-35,3.35184093679548e-33,68.3377918589492
AC004921.1,-1.10754672552439,1.40184454106952,-13.2494050546361,6.71073383117626e-35,3.35184093679548e-33,68.3369533904289
AC090559.1,-1.32759039165914,1.758208264788,-13.2459944541497,6.94492093942838e-35,3.46587426188002e-33,68.3028907949722
RCCD1,1.05484460395825,3.0260694023586,13.2396121499441,7.40524914809171e-35,3.68935396695037e-33,68.2391609658483
KHDC4,1.34428054040507,4.74511408501228,13.2389652602203,7.45357033072273e-35,3.71029162290656e-33,68.2327023884139
ARHGEF6,-1.54190230334717,3.67330681910576,-13.2363791766013,7.6499031863823e-35,3.80481007594093e-33,68.2068844120761
CCNF,1.45657290946064,3.1111238131481,13.2338981239566,7.84310254200611e-35,3.89761195295747e-33,68.1821174176064
AC013553.3,-1.05182634965846,1.08338232173106,-13.2315702978083,8.02878739345087e-35,3.98652629650554e-33,68.1588821488445
PTGER4,-1.75718323878979,3.49582615817811,-13.2250916735475,8.56894824194648e-35,4.24757503350582e-33,68.0942265202244
HYAL1,-2.53659463950493,3.80857630204608,-13.224941982518,8.58184766922805e-35,4.25039443637784e-33,68.0927328184988
PTTG1,1.9278552563647,4.71155344953255,13.2187203061596,9.13545487688776e-35,4.52078454688506e-33,68.0306570372689
U62317.1,2.12734822901965,3.66429441100856,13.2172434307651,9.27200896104996e-35,4.58451060525472e-33,68.0159239364389
DKC1,1.06195921613293,5.68202498707452,13.2102066892151,9.95108588787442e-35,4.91203601389902e-33,67.9457379276984
ERCC6L,1.50191097847867,1.76403771722373,13.2077661974528,1.01979953095714e-34,5.02970249000434e-33,67.9214003809728
FABP5P7,-1.53085287949912,1.23139226853361,-13.2035820710475,1.0635595270876e-34,5.23676452861226e-33,67.8796799643668
KLF13,-1.41082124633331,5.01344300347791,-13.2022774276448,1.07758308465145e-34,5.30138496186869e-33,67.8666725923232
CSTF2,1.01344939313986,4.87968044099554,13.1974950619936,1.13058208921803e-34,5.55285393119434e-33,67.8189977393935
DUOXA1,-2.49764594800825,3.29996113925795,-13.1939650874528,1.17136035920054e-34,5.74356379788367e-33,67.7838134928135
ALOX5AP,-2.21213061453929,6.00751644949195,-13.1885324149909,1.23699928556112e-34,6.06037106337503e-33,67.7296739266167
ZNF106,-1.32279780032186,4.21824088673463,-13.1862074377539,1.26619802801372e-34,6.19827071221536e-33,67.7065077364599
MARC2,-1.60587700687536,4.35236018888985,-13.1799187101557,1.34866234190496e-34,6.59646980142691e-33,67.6438570136812
MS4A15,-4.00718163346895,3.19194554679539,-13.1724573943142,1.45346833621304e-34,7.10319376448792e-33,67.5695443712566
TRAIP,1.22570960529505,2.34679891373771,13.1617338545911,1.61846130999812e-34,7.88989848541516e-33,67.4627786666463
AC068870.2,-1.18431543702582,3.28813781875803,-13.1564434016384,1.70660527969906e-34,8.29900181311084e-33,67.4101222946553
HROB,1.70053220996545,2.53681223820749,13.155925171933,1.71549251375681e-34,8.32847592881375e-33,67.4049648904513
JPT2,1.08635376778224,6.6159738800171,13.147978553228,1.85768955161368e-34,9.01139973604998e-33,67.3258934826824
FAM83A-AS1,2.44543484901823,2.31386485084096,13.1457437296368,1.89975400522304e-34,9.20787019406544e-33,67.3036606931283
SORBS1,-1.58085398018166,2.96195412922019,-13.1396268056299,2.01980407394465e-34,9.77366276766416e-33,67.242817378657
EEF1A1P6,-1.78596844005483,4.77532518742911,-13.1305994858832,2.21091204600724e-34,1.06808798498012e-32,67.1530517973564
TLCD1,1.54874706378968,5.35403522758118,13.1259727297799,2.31573670229575e-34,1.11598438070243e-32,67.1070567154427
CCNE1,2.02493279477902,2.86887995604618,13.099940375871,3.00479065808583e-34,1.44568450454092e-32,66.8484221163695
RASL12,-1.57865663551875,3.82492850409432,-13.0960419112807,3.12424742629911e-34,1.50193225784027e-32,66.8097132188459
LPL,-3.0076603419616,4.61327745942905,-13.0948744354466,3.16093322624792e-34,1.51832993063243e-32,66.7981221975734
SECISBP2L,-1.52342531207764,4.75106579077594,-13.0925489778306,3.23528996907714e-34,1.55278110909991e-32,66.7750360062426
NEGR1,-1.23206110049209,1.09997904905631,-13.0819070027838,3.59842535705996e-34,1.72426011133658e-32,66.6694138937552
HMGA1,1.97097917434947,7.90130809162525,13.0759803151005,3.81797742606415e-34,1.82797687682672e-32,66.6106105071298
SLC39A11,1.20116146291976,5.11389879138182,13.0603203433919,4.46443559451312e-34,2.1357540995894e-32,66.4553019116199
IHH,-2.11618420746949,1.10093750561467,-13.0544247340913,4.73512092066547e-34,2.26341084202905e-32,66.3968569095799
FAM49A,-1.51189464102982,3.39199923777873,-13.0505246121648,4.92310991901309e-34,2.351363471692e-32,66.3582013214495
PBK,2.27178964639387,3.13913978135266,13.0501380334976,4.94214351195995e-34,2.3585429498615e-32,66.3543701203532
EPHA10,1.79314700972898,2.03451568545223,13.0499778508387,4.95005172999315e-34,2.36040573513217e-32,66.3527826419091
GNG11,-1.99522163962414,4.96510103332103,-13.0471600623357,5.09124528584421e-34,2.42577053077677e-32,66.3248588116193
LMOD1,-1.89007732875685,3.73128414531148,-13.0449608729197,5.20422333130582e-34,2.47759704927708e-32,66.3030673754827
NRN1,-2.01161874037571,3.22796984110573,-13.0410750237697,5.40998777572768e-34,2.57347747801322e-32,66.2645677496765
LILRB3,-1.23135284592128,2.2324479521539,-13.0406265788279,5.43424950203859e-34,2.58293384799315e-32,66.2601250987851
CACNA2D2,-3.44773531875743,4.14309073888173,-13.0370917115188,5.6293255884645e-34,2.67349872306946e-32,66.2251086837298
IL7R,-2.24143259412612,4.64844033785439,-13.0353487672686,5.72806412214083e-34,2.71601482888766e-32,66.20784488583
LINC02555,-2.18168174726644,1.31263338070167,-13.0279802120081,6.16491756121585e-34,2.91845711825654e-32,66.1348728931508
SIX4,1.61188267310281,2.91059987293969,13.0269250840348,6.23013079992471e-34,2.94696187067386e-32,66.1244255484062
CCDC167,1.33424922099237,6.10375226358911,13.0205117068453,6.64156205374888e-34,3.1365415410565e-32,66.0609330044093
MS4A2,-1.84626831037204,1.89608205215783,-13.0058114886106,7.68958677288186e-34,3.62567092176089e-32,65.9154620904524
RPL23AP32,-1.02167005825588,0.578647523103397,-12.9933491077185,8.70602728845687e-34,4.10164537431712e-32,65.7922036241747
PERM1,1.37605443012563,1.65940351993084,12.990159040573,8.98705118032218e-34,4.23066152129256e-32,65.760662371468
SMTNL2,-1.38458658902804,1.2725507977598,-12.9877695428549,9.20345233065855e-34,4.32907480817521e-32,65.737039266542
ARHGAP44,-1.74086471177771,3.05345696812563,-12.9871120191668,9.26390523839341e-34,4.3540354620449e-32,65.7305392400484
C1QTNF6,1.72183785575354,3.42171152260894,12.9862034096501,9.3480944626112e-34,4.39010351742931e-32,65.7215573587536
RPP40,1.25389864892767,3.19379489937419,12.9859920405956,9.36778833436347e-34,4.39584959276046e-32,65.7194679585109
NCF2,-1.84416825099862,5.41382315235436,-12.9809579038248,9.84924248824188e-34,4.61809589317422e-32,65.6697103658158
